,category,definition,name,note,provenance,provenance_uri,resource_uri,term,vocabulary_id,vocabulary_status
428,,"Total Lithium (Li). For chemical terms, total indicates an unfiltered sample.","Lithium, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/lithiumTotal/,lithiumTotal,728,Current
429,,Mass of the sample of liver tissue used for analyses,"Liver, mass",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/liverMass/,liverMass,729,Current
430,,A categorical variable indicating that a logger was told to stop recording data. This is used for quality control.,Logger stopped,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/loggerStopped/,loggerStopped,730,Current
431,,Longitude as a variable measurement or observation (Spatial reference to be designated in methods). This is distinct from the longitude of a site which is a site attribute.,Longitude,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/longitude/,longitude,731,Current
432,,A counter of the number of times the battery voltage dropped below a minimum threshold,Low battery count,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/lowBatteryCount/,lowBatteryCount,732,Current
433,,Langelier Saturation Index is an indicator of the degree of saturation of water with respect to calcium carbonate,LSI,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/LSI/,LSI,733,Current
434,,A measure of the total amount of visible light present,Luminous Flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/luminousFlux/,luminousFlux,734,Current
435,,Areal coverage of the plant Lycium carolinianum,Lycium carolinianum Coverage,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/lyciumCarolinianumCoverage/,lyciumCarolinianumCoverage,735,Current
436,,"Magnesium is a chemical element with symbol Mg and atomic number 12. It is a shiny gray solid which bears a close physical resemblance to the other five elements in the second column (Group 2, or alkaline earth metals) of the periodic table: they each have the same electron configuration in their outer electron shell producing a similar crystal structure.",Magnesium,,Wikipedia,https://en.wikipedia.org/wiki/Magnesium,/api/v1/variablename/magnesium/,magnesium,1522,Current
437,,Dissolved Magnesium (Mg),"Magnesium, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/magnesiumDissolved/,magnesiumDissolved,736,Current
438,,Total Magnesium (Mg),"Magnesium, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/magnesiumTotal/,magnesiumTotal,737,Current
439,,"Butanedioic acid, [(dimethoxyphosphinothioyl)thio]-, diethyl ester (C10H19O6PS2)",Malathion,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/malathion/,malathion,738,Current
440,,"Manganese is a chemical element with symbol Mn and atomic number 25. It is not found as a free element in nature; it is often found in combination with iron, and in many minerals. Manganese is a metal with important industrial metal alloy uses, particularly in stainless steels.",Manganese,,Wikipedia,https://en.wikipedia.org/wiki/Manganese,/api/v1/variablename/manganese/,manganese,1523,Current
441,,Dissolved Manganese (Mn),"Manganese, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/manganeseDissolved/,manganeseDissolved,739,Current
442,,Particulate manganese (Mn) in suspension,"Manganese, particulate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/manganeseParticulate/,manganeseParticulate,740,Current
443,,"Total manganese (Mn). ""Total"" indicates was measured on a whole water (unfiltered) sample.","Manganese, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/manganeseTotal/,manganeseTotal,741,Current
444,Physical Property,Mass is a property of a physical body. It is generally a measure of an object's resistance to changing its state of motion when a force is applied.,Mass,,wikipedia,https://en.wikipedia.org/wiki/Mass,/api/v1/variablename/mass/,mass,742,Current
445,,"Dissolved Mercury (Hg). For chemical terms, dissolved indicates a filtered sample.","Mercury, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/mercuryDissolved/,mercuryDissolved,743,Current
446,,"Total Mercury (Hg). For chemical terms, total represents an unfiltered sample.","Mercury, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/mercuryTotal/,mercuryTotal,744,Current
447,,Methane (CH4),Methane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/methane/,methane,745,Current
448,,Dissolved Methane (CH4),"Methane, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/methaneDissolved/,methaneDissolved,746,Current
449,,Methanol (CH3OH),Methanol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/methanol/,methanol,747,Current
450,,Methoxychlor (C16H15Cl3O2),Methoxychlor,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/methoxychlor/,methoxychlor,748,Current
451,,Methyl tert-butyl ether (MTBE) (C5H12O),Methyl tert-butyl ether (MTBE),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/methylTert_ButylEther_MTBE/,methylTert_ButylEther_MTBE,756,Current
452,,Methylchrysene (C19H14),Methylchrysene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/methylchrysene/,methylchrysene,749,Current
453,,Methylene Blue Active Substances (MBAS),Methylene blue active substances,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/methyleneBlueActiveSubstances/,methyleneBlueActiveSubstances,750,Current
454,,Methylene chloride (Dichloromethane) (CH2Cl2),Methylene chloride (Dichloromethane),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/methyleneChloride_Dichloromethane/,methyleneChloride_Dichloromethane,751,Current
455,,Methylfluoranthene (C17H12),Methylfluoranthene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/methylfluoranthene/,methylfluoranthene,752,Current
456,,Methylfluorene (C14H12),Methylfluorene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/methylfluorene/,methylfluorene,753,Current
457,,Methylmercury (CH3Hg),Methylmercury,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/methylmercury/,methylmercury,754,Current
458,,Methylpyrene (C17H12),Methylpyrene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/methylpyrene/,methylpyrene,755,Current
459,,Mevinphos (C7H13O6P),Mevinphos,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/mevinphos/,mevinphos,757,Current
460,,The total protein concentration within the microsomal fraction of cells. Microsomes refer to vesicle-like artifacts reformed from pieces of endoplasmic reticulum when eukaryotic cells are broken up in a laboratory.,Microsomal protein,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/microsomalProtein/,microsomalProtein,758,Current
461,,"Dissolved Molbydenum (Mo). For chemical terms, dissolved indicates a filtered sample.","Molbydenum, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/molbydenumDissolved/,molbydenumDissolved,759,Current
462,,"total Molybdenum (Mo). For chemical terms, total represents an unfiltered sample.","Molybdenum, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/molybdenumTotal/,molybdenumTotal,760,Current
463,,Momentum flux,Momentum flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/momentumFlux/,momentumFlux,761,Current
464,,Areal coverage of the plant Monanthochloe littoralis,Monanthochloe littoralis Coverage,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/monanthochloeLittoralisCoverage/,monanthochloeLittoralisCoverage,762,Current
465,,Albuminoid Nitrogen,"N, albuminoid",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/NAlbuminoid/,NAlbuminoid,763,Current
466,,"C15 alkane, normal (i.e. straight-chain) isomer, common name: n-Pentadecane, formula : C15H32","n-alkane, C15",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C15/,n_Alkane_C15,802,Current
467,,"C16 alkane, normal (i.e. straight-chain) isomer, common name: n-Hexadecane, formula: C16H34. Synonym: cetane","n-alkane, C16",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C16/,n_Alkane_C16,803,Current
468,,"C17 alkane, normal (i.e. straight-chain) isomer, common name: n-Heptadecane, formula : C17H36","n-alkane, C17",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C17/,n_Alkane_C17,804,Current
469,,"C18 alkane, normal (i.e. straight-chain) isomer, common name: n-Octadecane, formula : C18H38","n-alkane, C18",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C18/,n_Alkane_C18,805,Current
470,,"C19 alkane, normal (i.e. straight-chain) isomer, common name: n-Nonadecane, formula : C19H40","n-alkane, C19",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C19/,n_Alkane_C19,806,Current
471,,"C20 alkane, normal (i.e. straight-chain) isomer, common name: n-Icosane, formula : C20H42. Synonyms: didecyl, eicosane.","n-alkane, C20",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C20/,n_Alkane_C20,807,Current
472,,"C21 alkane, normal (i.e. straight-chain) isomer, common name: n-Henicosane, formula : C21H44.","n-alkane, C21",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C21/,n_Alkane_C21,808,Current
473,,"C22 alkane, normal (i.e. straight-chain) isomer, common name: n-Docosane, formula : C22H46","n-alkane, C22",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C22/,n_Alkane_C22,809,Current
474,,"C23 alkane, normal (i.e. straight-chain) isomer, common name: n-Tricosane, formula : C23H48","n-alkane, C23",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C23/,n_Alkane_C23,810,Current
475,,"C24 alkane, normal (i.e. straight-chain) isomer, common name: n-Tetracosane, formula : C24H50","n-alkane, C24",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C24/,n_Alkane_C24,811,Current
476,,"C25 alkane, normal (i.e. straight-chain) isomer, common name: n-Pentacosane, formula : C25H52","n-alkane, C25",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C25/,n_Alkane_C25,812,Current
477,,"C26 alkane, normal (i.e. straight-chain) isomer, common name: n-Hexacosane, formula : C26H54, synonyms: cerane, hexeikosane","n-alkane, C26",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C26/,n_Alkane_C26,813,Current
478,,"C27 alkane, normal (i.e. straight-chain) isomer, common name: n-Heptacosane, formula : C27H56","n-alkane, C27",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C27/,n_Alkane_C27,814,Current
479,,"C28 alkane, normal (i.e. straight-chain) isomer, common name: n-Octacosane, formula : C28H58","n-alkane, C28",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C28/,n_Alkane_C28,815,Current
480,,"C29 alkane, normal (i.e. straight-chain) isomer, common name: n-Nonacosane, formula : C29H60","n-alkane, C29",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C29/,n_Alkane_C29,816,Current
481,,"C30 alkane, normal (i.e. straight-chain) isomer, common name: n-Triacontane, formula : C30H62","n-alkane, C30",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C30/,n_Alkane_C30,817,Current
482,,"C31 alkane,normal (i.e. straight-chain) isomer, common name: n-Hentriacontane, formula : C31H64, Synonym: untriacontane","n-alkane, C31",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C31/,n_Alkane_C31,818,Current
483,,"C32 alkane, normal (i.e. straight-chain) isomer, common name: n-Dotriacontane, formula : C32H66, Synonym: dicetyl","n-alkane, C32",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C32/,n_Alkane_C32,819,Current
484,,"C33 alkane, (i.e. straight-chain) isomer, common name: n-Tritriacontane, formula : C33H68","n-alkane, C33",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_Alkane_C33/,n_Alkane_C33,820,Current
485,,"long-chain alkanes, normal (i.e. straight chain) isomer (isomer range of alkanes measured should be specified)","n-alkane, long-chain",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_AlkaneLongChain/,n_AlkaneLongChain,799,Current
486,,"short-chain alkanes, normal (i.e. straight chain) isomer (isomer range of alkanes measured should be specified)","n-alkane, short-chain",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_AlkaneShortChain/,n_AlkaneShortChain,800,Current
487,,"Total alkane, normal (i.e. straight chain) isomer (isomer range of alkanes measured should be specified)","n-alkane, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/n_AlkaneTotal/,n_AlkaneTotal,801,Current
488,,N-Nitrosodi-n-butylamine (C8H18N2O),N-Nitrosodi-n-butylamine,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/N_Nitrosodi_n_Butylamine/,N_Nitrosodi_n_Butylamine,824,Current
489,,N-Nitrosodi-n-propylamine (C6H14N2O),N-Nitrosodi-n-propylamine,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/N_Nitrosodi_n_Propylamine/,N_Nitrosodi_n_Propylamine,825,Current
490,,N-Nitrosodiethylamine (C4H10N2O),N-Nitrosodiethylamine,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/N_Nitrosodiethylamine/,N_Nitrosodiethylamine,821,Current
491,,N-Nitrosodimethylamine (C2H6N2O),N-Nitrosodimethylamine,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/N_Nitrosodimethylamine/,N_Nitrosodimethylamine,822,Current
492,,N-Nitrosodiphenylamine (C12H10N2O),N-Nitrosodiphenylamine,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/N_Nitrosodiphenylamine/,N_Nitrosodiphenylamine,823,Current
493,,N-Nitrosomethylethylamine (C3H8N2O),N-Nitrosomethylethylamine,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/N_Nitrosomethylethylamine/,N_Nitrosomethylethylamine,826,Current
494,,Naphthalene (C10H8),Naphthalene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/naphthalene/,naphthalene,764,Current
495,,Normalized difference vegetation index,NDVI,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/NDVI/,NDVI,765,Current
496,,Outgoing rate of heat energy transfer minus the incoming rate of heat energy transfer through a given area,Net heat flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/netHeatFlux/,netHeatFlux,766,Current
497,,Dissolved Nickel (Ni),"Nickel, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nickelDissolved/,nickelDissolved,767,Current
498,,Ratio of concentrations of nickel in two phases in equilibrium with each other. Phases must be specified.,"Nickel, distribution coefficient",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nickelDistributionCoefficient/,nickelDistributionCoefficient,768,Current
499,,Particulate nickel (Ni) in suspension,"Nickel, particulate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nickelParticulate/,nickelParticulate,769,Current
500,,"Total Nickel (Ni). ""Total"" indicates was measured on a whole water (unfiltered) sample.","Nickel, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nickelTotal/,nickelTotal,770,Current
501,,Nitrobenzene (C6H5NO2),Nitrobenzene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrobenzene/,nitrobenzene,771,Current
502,,Dissolved (free+ionized) Ammonia,"Nitrogen, dissolved (free+ionized) Ammonia (NH3) + (NH4)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenDissolved_Free_Ionized_Ammonia_NH3_NH4/,nitrogenDissolved_Free_Ionized_Ammonia_NH3_NH4,778,Current
503,,Dissolved inorganic nitrogen,"Nitrogen, dissolved inorganic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenDissolvedInorganic/,nitrogenDissolvedInorganic,772,Current
504,,Dissolved Kjeldahl (organic nitrogen + ammonia (NH3) + ammonium (NH4))nitrogen,"Nitrogen, dissolved Kjeldahl",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenDissolvedKjeldahl/,nitrogenDissolvedKjeldahl,773,Current
505,,Dissolved nitrate (NO3) nitrogen,"Nitrogen, dissolved nitrate (NO3)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenDissolvedNitrate_NO3/,nitrogenDissolvedNitrate_NO3,774,Current
506,,Dissolved nitrite (NO2) nitrogen,"Nitrogen, dissolved nitrite (NO2)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenDissolvedNitrite_NO2/,nitrogenDissolvedNitrite_NO2,775,Current
507,,Dissolved nitrite (NO2) + nitrate (NO3) nitrogen,"Nitrogen, dissolved nitrite (NO2) + nitrate (NO3)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenDissolvedNitrite_NO2_Nitrate_NO3/,nitrogenDissolvedNitrite_NO2_Nitrate_NO3,776,Current
508,,Dissolved Organic Nitrogen,"Nitrogen, dissolved organic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenDissolvedOrganic/,nitrogenDissolvedOrganic,777,Current
509,,Gaseous Nitrogen (N2),"Nitrogen, gas",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenGas/,nitrogenGas,779,Current
510,,Total Inorganic Nitrogen,"Nitrogen, inorganic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenInorganic/,nitrogenInorganic,780,Current
511,,Free Ammonia (NH3),"Nitrogen, NH3",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogen_NH3/,nitrogen_NH3,795,Current
512,,Total (free+ionized) Ammonia,"Nitrogen, NH3 + NH4",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenNH3_NH4/,nitrogenNH3_NH4,781,Current
513,,Ammonium (NH4),"Nitrogen, NH4",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogen_NH4/,nitrogen_NH4,796,Current
514,,Nitrate (NO3) Nitrogen,"Nitrogen, nitrate (NO3)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenNitrate_NO3/,nitrogenNitrate_NO3,782,Current
515,,Nitrite (NO2) Nitrogen,"Nitrogen, nitrite (NO2)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenNitrite_NO2/,nitrogenNitrite_NO2,783,Current
516,,Nitrite (NO2) + Nitrate (NO3) Nitrogen,"Nitrogen, nitrite (NO2) + nitrate (NO3)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenNitrite_NO2_Nitrate_NO3/,nitrogenNitrite_NO2_Nitrate_NO3,784,Current
517,,Organic Nitrogen,"Nitrogen, organic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenOrganic/,nitrogenOrganic,785,Current
518,,Organic Kjeldahl (organic nitrogen + ammonia (NH3) + ammonium (NH4)) nitrogen,"Nitrogen, organic kjeldahl",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenOrganicKjeldahl/,nitrogenOrganicKjeldahl,786,Current
519,,Particulate Organic Nitrogen,"Nitrogen, particulate organic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenParticulateOrganic/,nitrogenParticulateOrganic,787,Current
