,category,definition,name,note,provenance,provenance_uri,resource_uri,term,vocabulary_id,vocabulary_status
0,,"1,1,1-Trichloroethane (C2H3Cl3)","1,1,1-Trichloroethane",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_1_1_Trichloroethane/,1_1_1_Trichloroethane,303,Current
1,,"1,1,2,2-Tetrachloroethane (C2H2Cl4)","1,1,2,2-Tetrachloroethane",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_1_2_2_Tetrachloroethane/,1_1_2_2_Tetrachloroethane,304,Current
2,,"1,1,2-Trichloroethane (C2H3Cl3)","1,1,2-Trichloroethane",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_1_2_Trichloroethane/,1_1_2_Trichloroethane,305,Current
3,,"1,1-Dichloroethane (C2H4Cl2)","1,1-Dichloroethane",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_1_Dichloroethane/,1_1_Dichloroethane,306,Current
4,,"1,1-Dichloroethene (C2H2Cl2)","1,1-Dichloroethene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_1_Dichloroethene/,1_1_Dichloroethene,307,Current
5,,"1,2,3-Trimethylbenzene (C9H12)","1,2,3-Trimethylbenzene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_2_3_Trimethylbenzene/,1_2_3_Trimethylbenzene,308,Current
6,,"1,2,4,5-tetrachlorobenzene (C6H2Cl4)","1,2,4,5-tetrachlorobenzene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_2_4_5_Tetrachlorobenzene/,1_2_4_5_Tetrachlorobenzene,309,Current
7,,"1,2,4-Trichlorobenzene (C6H3Cl3)","1,2,4-Trichlorobenzene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_2_4_Trichlorobenzene/,1_2_4_Trichlorobenzene,310,Current
8,,"1,2,4-Trimethylbenzene","1,2,4-Trimethylbenzene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_2_4_Trimethylbenzene/,1_2_4_Trimethylbenzene,311,Current
9,,"1,2-Dibromo-3-chloropropane (C3H5Br2Cl)","1,2-Dibromo-3-chloropropane",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_2_Dibromo_3_Chloropropane/,1_2_Dibromo_3_Chloropropane,312,Current
10,,"1,2-Dichlorobenzene (C6H4Cl2)","1,2-Dichlorobenzene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_2_Dichlorobenzene/,1_2_Dichlorobenzene,313,Current
11,,"1,2-Dichloroethane (C2H4Cl2)","1,2-Dichloroethane",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_2_Dichloroethane/,1_2_Dichloroethane,314,Current
12,,"1,2-Dichloropropane (C3H6Cl2)","1,2-Dichloropropane",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_2_Dichloropropane/,1_2_Dichloropropane,315,Current
13,,"1,2-Dimethylnaphthalene (C10H6(CH3)2), a polycyclic aromatic hydrocarbon (PAH)","1,2-Dimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_2_Dimethylnaphthalene/,1_2_Dimethylnaphthalene,316,Current
14,,"1,2-Dinitrobenzene (C6H4N2O4)","1,2-Dinitrobenzene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_2_Dinitrobenzene/,1_2_Dinitrobenzene,317,Current
15,,"1,2-Diphenylhydrazine (C12H12N2)","1,2-Diphenylhydrazine",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_2_Diphenylhydrazine/,1_2_Diphenylhydrazine,318,Current
16,,"1,3,5-Trimethylbenzene (C6H3(CH3)3)","1,3,5-Trimethylbenzene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_3_5_Trimethylbenzene/,1_3_5_Trimethylbenzene,319,Current
17,,"1,3-Dichlorobenzene (C6H4Cl2)","1,3-Dichlorobenzene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_3_Dichlorobenzene/,1_3_Dichlorobenzene,320,Current
18,,"1,3-Dimethyladamantane (C12H20).","1,3-Dimethyladamantane",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_3_Dimethyladamantane/,1_3_Dimethyladamantane,321,Current
19,,"1,3-Dimethylnaphthalene (C10H6(CH3)2), a polycyclic aromatic hydrocarbon (PAH)","1,3-Dimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_3_Dimethylnaphthalene/,1_3_Dimethylnaphthalene,322,Current
20,,"1,3-Dinitrobenzene (C6H4N2O4)","1,3-Dinitrobenzene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_3_Dinitrobenzene/,1_3_Dinitrobenzene,323,Current
21,,"1,4,5,8-Tetramethylnaphthalene (C14H16), a polycyclic aromatic hydrocarbon (PAH)","1,4,5,8-Tetramethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_4_5_8_Tetramethylnaphthalene/,1_4_5_8_Tetramethylnaphthalene,324,Current
22,,"1,4,5-Trimethylnaphthalene (C10H5(CH3)3), a polycyclic aromatic hydrocarbon (PAH)","1,4,5-Trimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_4_5_Trimethylnaphthalene/,1_4_5_Trimethylnaphthalene,325,Current
23,,"1,4,6-Trimethylnaphthalene (C10H5(CH3)3), a polycyclic aromatic hydrocarbon (PAH)","1,4,6-Trimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_4_6_Trimethylnaphthalene/,1_4_6_Trimethylnaphthalene,326,Current
24,,"1,4-Dichlorobenzene (C6H4Cl2)","1,4-Dichlorobenzene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_4_Dichlorobenzene/,1_4_Dichlorobenzene,327,Current
25,,"1,4-Dimethylnaphthalene (C10H6(CH3)2), a polycyclic aromatic hydrocarbon (PAH)","1,4-Dimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_4_Dimethylnaphthalene/,1_4_Dimethylnaphthalene,328,Current
26,,"1,4-Dinitrobenzene (C6H4N2O4)","1,4-Dinitrobenzene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_4_Dinitrobenzene/,1_4_Dinitrobenzene,329,Current
27,,"1,5-Dimethylnaphthalene (C10H6(CH3)2), a polycyclic aromatic hydrocarbon (PAH)","1,5-Dimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_5_Dimethylnaphthalene/,1_5_Dimethylnaphthalene,330,Current
28,,"1,6,7-Trimethylnaphthalene (C10H5(CH3)3), a polycyclic aromatic hydrocarbon (PAH)","1,6,7-Trimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_6_7_Trimethylnaphthalene/,1_6_7_Trimethylnaphthalene,331,Current
29,,"1,6-Dimethylnaphthalene (C10H6(CH3)2), a polycyclic aromatic hydrocarbon (PAH)","1,6-Dimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_6_Dimethylnaphthalene/,1_6_Dimethylnaphthalene,332,Current
30,,"1,8-Dimethylnaphthalene (C10H6(CH3)2), a polycyclic aromatic hydrocarbon (PAH)","1,8-Dimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_8_Dimethylnaphthalene/,1_8_Dimethylnaphthalene,333,Current
31,,1-Chloronaphthalene (C10H7Cl),1-Chloronaphthalene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_Chloronaphthalene/,1_Chloronaphthalene,334,Current
32,,"1-Ethylnaphthalene (C10H7C2H5), a polycyclic aromatic hydrocarbon (PAH)",1-Ethylnaphthalene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_Ethylnaphthalene/,1_Ethylnaphthalene,335,Current
33,,"1-Methylanthracene (C15H12), a polycyclic aromatic hydrocarbon (PAH)",1-Methylanthracene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_Methylanthracene/,1_Methylanthracene,336,Current
34,,1-Methyldibenzothiophene (C13H10S),1-Methyldibenzothiophene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_Methyldibenzothiophene/,1_Methyldibenzothiophene,337,Current
35,,"1-Methylfluorene (C14H12), a polycyclic aromatic hydrocarbon (PAH)",1-Methylfluorene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_Methylfluorene/,1_Methylfluorene,338,Current
36,,"1-Methylnaphthalene (C10H7CH3), a polycyclic aromatic hydrocarbon (PAH)",1-Methylnaphthalene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_Methylnaphthalene/,1_Methylnaphthalene,339,Current
37,,"1-Methylphenanthrene (C15H12), a polycyclic aromatic hydrocarbon (PAH)",1-Methylphenanthrene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_Methylphenanthrene/,1_Methylphenanthrene,340,Current
38,,1-Naphthalenol methylcarbamate (C12H11NO2),1-Naphthalenol methylcarbamate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/1_NaphthalenolMethylcarbamate/,1_NaphthalenolMethylcarbamate,341,Current
39,,The phytoplankton pigment 19-Hexanoyloxyfucoxanthin,19-Hexanoyloxyfucoxanthin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/19_Hexanoyloxyfucoxanthin/,19_Hexanoyloxyfucoxanthin,302,Current
40,,"2,2-dichlorovinyl dimethyl phosphate (C4H7Cl2O4P)","2,2-dichlorovinyl dimethyl phosphate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_2_DichlorovinylDimethylPhosphate/,2_2_DichlorovinylDimethylPhosphate,342,Current
41,,"2,3,4,6-Tetrachlorophenol (C6H2Cl4O)","2,3,4,6-Tetrachlorophenol",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_3_4_6_Tetrachlorophenol/,2_3_4_6_Tetrachlorophenol,343,Current
42,,"2,3,5-Trimethylnaphthalene (C13H14), a polycyclic aromatic hydrocarbon (PAH)","2,3,5-Trimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_3_5_Trimethylnaphthalene/,2_3_5_Trimethylnaphthalene,344,Current
43,,"2,3,6-Trimethylnaphthalene (C10H5(CH3)3), a polycyclic aromatic hydrocarbon (PAH)","2,3,6-Trimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_3_6_Trimethylnaphthalene/,2_3_6_Trimethylnaphthalene,345,Current
44,,"2,3-Dimethylnaphthalene (C10H6(CH3)2), a polycyclic aromatic hydrocarbon (PAH)","2,3-Dimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_3_Dimethylnaphthalene/,2_3_Dimethylnaphthalene,346,Current
45,,"2,4,5-Trichlorophenol (C6H3Cl3O)","2,4,5-Trichlorophenol",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_4_5_Trichlorophenol/,2_4_5_Trichlorophenol,347,Current
46,,"2,4,6-Trichlorophenol (TCP) (C6H2Cl3OH)","2,4,6-Trichlorophenol",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_4_6_Trichlorophenol/,2_4_6_Trichlorophenol,348,Current
47,,"2,4-Dichlorophenol (C6H4Cl2O)","2,4-Dichlorophenol",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_4_Dichlorophenol/,2_4_Dichlorophenol,349,Current
48,,"2,4-Dimethylphenol (C8H10O)","2,4-Dimethylphenol",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_4_Dimethylphenol/,2_4_Dimethylphenol,350,Current
49,,"2,4-Dinitrophenol (C6H4N2O5)","2,4-Dinitrophenol",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_4_Dinitrophenol/,2_4_Dinitrophenol,351,Current
50,,"2,4-Dinitrotoluene (C7H6N2O4)","2,4-Dinitrotoluene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_4_Dinitrotoluene/,2_4_Dinitrotoluene,352,Current
51,,"2,6-Dichlorophenol (C6H4Cl2O)","2,6-Dichlorophenol",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_6_Dichlorophenol/,2_6_Dichlorophenol,353,Current
52,,"2,6-Dinitrotoluene (C7H6N2O4)","2,6-Dinitrotoluene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_6_Dinitrotoluene/,2_6_Dinitrotoluene,354,Current
53,,"2,7-Dimethylnaphthalene (C10H6(CH3)2), a polycyclic aromatic hydrocarbon (PAH)","2,7-Dimethylnaphthalene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_7_Dimethylnaphthalene/,2_7_Dimethylnaphthalene,355,Current
54,,2-Butanone (MEK) (C4H8O),2-Butanone (MEK),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_Butanone_MEK/,2_Butanone_MEK,356,Current
55,,2-Butoxyethanol (CH3(CH2)2CH2OCH2OH),2-Butoxyethanol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_Butoxyethanol/,2_Butoxyethanol,357,Current
56,,2-Chloronaphthalene (C10H7Cl),2-Chloronaphthalene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_Chloronaphthalene/,2_Chloronaphthalene,358,Current
57,,2-Chlorophenol (C6H5ClO),2-Chlorophenol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_Chlorophenol/,2_Chlorophenol,359,Current
58,,2-Hexanone (C6H12O),2-Hexanone,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_Hexanone/,2_Hexanone,360,Current
59,,"2-Methylanthracene (C15H12), a polycyclic aromatic hydrocarbon (PAH)",2-Methylanthracene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_Methylanthracene/,2_Methylanthracene,361,Current
60,,"2-Methyldibenzothiophene (C13H10S), a polycyclic aromatic hydrocarbon (PAH)",2-Methyldibenzothiophene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_Methyldibenzothiophene/,2_Methyldibenzothiophene,362,Current
61,,"2-Methylnaphthalene (C10H7CH3), a polycyclic aromatic hydrocarbon (PAH)",2-Methylnaphthalene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_Methylnaphthalene/,2_Methylnaphthalene,363,Current
62,,"2-Methylphenanthrene (C15H12), a polycyclic aromatic hydrocarbon (PAH)",2-Methylphenanthrene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_Methylphenanthrene/,2_Methylphenanthrene,364,Current
63,,2-Methylphenol (C7H8O),2-Methylphenol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_Methylphenol/,2_Methylphenol,365,Current
64,,2-Nitroaniline (C6H6N2O2),2-Nitroaniline,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_Nitroaniline/,2_Nitroaniline,366,Current
65,,2-Nitrophenol (C6H5NO3),2-Nitrophenol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/2_Nitrophenol/,2_Nitrophenol,367,Current
66,,"3,3-Dichlorobenzidine (C12H10Cl2N2)","3,3-Dichlorobenzidine",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/3_3_Dichlorobenzidine/,3_3_Dichlorobenzidine,368,Current
67,,"3,6-Dimethylphenanthrene (C16H14), a polycyclic aromatic hydrocarbon (PAH)","3,6-Dimethylphenanthrene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/3_6_Dimethylphenanthrene/,3_6_Dimethylphenanthrene,369,Current
68,,3-Nitroaniline (C6H6N2O2),3-Nitroaniline,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/3_Nitroaniline/,3_Nitroaniline,370,Current
69,,Dichlorodiphenyldichloroethane (C14H10Cl4),"4,4-DDD",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_4_DDD/,4_4_DDD,371,Current
70,,Dichlorodiphenyldichloroethylene (C14H8Cl4),"4,4-DDE",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_4_DDE/,4_4_DDE,372,Current
71,,Dichlorodiphenyltrichloroethane (C14H9Cl5),"4,4-DDT",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_4_DDT/,4_4_DDT,373,Current
72,,"4,4'-Methylenebis(2-chloroaniline) (C13H12Cl2N2)","4,4-Methylenebis(2-chloroaniline)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_4_Methylenebis_2_Chloroaniline/,4_4_Methylenebis_2_Chloroaniline,374,Current
73,,"4,4'-Methylenebis(N,N-dimethylaniline) (C17H22N2)","4,4-Methylenebis(N,N-dimethylaniline)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_4_Methylenebis_N_N_Dimethylaniline/,4_4_Methylenebis_N_N_Dimethylaniline,375,Current
74,,"4,6-Dinitro-2-methylphenol (C7H6N2O5)","4,6-Dinitro-2-methylphenol",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_6_Dinitro_2_Methylphenol/,4_6_Dinitro_2_Methylphenol,376,Current
75,,4-Bromophenylphenyl ether (C12H9BrO),4-Bromophenylphenyl ether,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_BromophenylphenylEther/,4_BromophenylphenylEther,377,Current
76,,4-Chloro-3-methylphenol (C7H7ClO),4-Chloro-3-methylphenol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_Chloro_3_Methylphenol/,4_Chloro_3_Methylphenol,380,Current
77,,4-Chloroaniline (C6H6ClN),4-Chloroaniline,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_Chloroaniline/,4_Chloroaniline,378,Current
78,,4-Chlorophenylphenyl ether (C12H9ClO),4-Chlorophenylphenyl ether,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_ChlorophenylphenylEther/,4_ChlorophenylphenylEther,379,Current
79,,"4-Methylchrysene (C19H14), a polycyclic aromatic hydrocarbon (PAH)",4-Methylchrysene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_Methylchrysene/,4_Methylchrysene,381,Current
80,,"4-Methyldibenzothiophene (C13H10S), a polycyclic aromatic hydrocarbon (PAH)",4-Methyldibenzothiophene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_Methyldibenzothiophene/,4_Methyldibenzothiophene,382,Current
81,,4-Methylphenol (C7H8O),4-Methylphenol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_Methylphenol/,4_Methylphenol,383,Current
82,,4-Nitroaniline (C6H6N2O2),4-Nitroaniline,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_Nitroaniline/,4_Nitroaniline,384,Current
83,,4-Nitrophenol (C6H5NO3),4-Nitrophenol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/4_Nitrophenol/,4_Nitrophenol,385,Current
84,,The phytoplankton pigment  9 cis-Neoxanthin,9 cis-Neoxanthin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/9_cis_Neoxanthin/,9_cis_Neoxanthin,387,Current
