,category,definition,name,note,provenance,provenance_uri,resource_uri,term,vocabulary_id,vocabulary_status
132,,Expressed as silicate,SiO2,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/SiO2/,SiO2,169,Current
133,,Expressed as tin,Sn,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/Sn/,Sn,170,Current
134,,Expressed as Sulfate,SO4,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/SO4/,SO4,171,Current
135,,Expressed as strontium,Sr,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/Sr/,Sr,172,Current
136,,Expressed as total alkalinity,TA,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/TA/,TA,173,Current
137,,Expressed as thorium,Th,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/Th/,Th,174,Current
138,,Expressed as titanium,Ti,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/Ti/,Ti,175,Current
139,,Expressed as thallium,Tl,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/Tl/,Tl,176,Current
140,,Expressed as uranium,U,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/U/,U,177,Current
141,,Speciation is unknown,Unknown,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/unknown/,unknown,178,Current
142,,Expressed as vanadium,V,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/V/,V,179,Current
143,,Expressed as zinc,Zn,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/Zn/,Zn,180,Current
144,,Expressed as zirconium,Zr,,Adapted from the CUAHSI HIS SpeciationCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=SpeciationCV.,,/api/v1/speciation/Zr/,Zr,181,Current
